Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3
Alun Griffiths (Contractors) Ltd	General Civils	2020-04-08 00:00:00	159800.95
Alun Griffiths (Contractors) Ltd	General Civils	2020-04-09 00:00:00	140095
Alun Griffiths (Contractors) Ltd	General Civils	2020-04-09 00:00:00	394417.55
Alun Griffiths (Contractors) Ltd	General Civils	2020-04-09 00:00:00	390753.41
Alun Griffiths (Contractors) Ltd	General Civils	2020-04-09 00:00:00	329341.73
Alun Griffiths (Contractors) Ltd	General Civils	2020-04-14 00:00:00	1424691.97
Alun Griffiths (Contractors) Ltd	General Civils	2020-04-16 00:00:00	508647.67
Alun Griffiths (Contractors) Ltd	General Civils	2020-04-20 00:00:00	29261.65
Alun Griffiths (Contractors) Ltd	General Civils	2020-04-30 00:00:00	211216.13
Alun Griffiths (Contractors) Ltd	Infrastructure Support Services	2020-04-08 00:00:00	276491.06
Amalgamated Construction Ltd	Buildings	2020-04-02 00:00:00	40654.86
Amalgamated Construction Ltd	Buildings	2020-04-02 00:00:00	53151.29
Amalgamated Construction Ltd	Buildings	2020-04-02 00:00:00	105110.37
Amalgamated Construction Ltd	Buildings	2020-04-07 00:00:00	186239.69
Amalgamated Construction Ltd	Buildings	2020-04-08 00:00:00	29123.7
Amalgamated Construction Ltd	Buildings	2020-04-09 00:00:00	50464.22
Amalgamated Construction Ltd	Buildings	2020-04-10 00:00:00	32495.24
Amalgamated Construction Ltd	Buildings	2020-04-10 00:00:00	85549.12
Amalgamated Construction Ltd	Buildings	2020-04-14 00:00:00	230227.04
Amalgamated Construction Ltd	Buildings	2020-04-14 00:00:00	81133.4
Amalgamated Construction Ltd	Buildings	2020-04-14 00:00:00	40685.16
Amalgamated Construction Ltd	Buildings	2020-04-14 00:00:00	42023.34
Amalgamated Construction Ltd	Buildings	2020-04-14 00:00:00	31440.96
Amalgamated Construction Ltd	Buildings	2020-04-14 00:00:00	32495.24
Amalgamated Construction Ltd	Buildings	2020-04-16 00:00:00	118067.39
Amalgamated Construction Ltd	Buildings	2020-04-16 00:00:00	125537.09
Amalgamated Construction Ltd	Buildings	2020-04-17 00:00:00	409000
Amalgamated Construction Ltd	Buildings	2020-04-22 00:00:00	89880.11
Amalgamated Construction Ltd	Buildings	2020-04-22 00:00:00	314388.33
Amalgamated Construction Ltd	Buildings	2020-04-29 00:00:00	79230.55
Amalgamated Construction Ltd	Electrification and Fixed Plant	2020-04-15 00:00:00	91975.42
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	146120.08
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	61863.55
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	88837.65
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	78000
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	120469.3
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	44248.57
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	911253.97
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	144803.88
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	113076.43
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	25806.74
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	258145.65
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	436054.43
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	149106.74
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	420019.38
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	49236.47
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	30489.85
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	193028.5
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	79481.31
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	26317.78
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	36040.99
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	30147.62
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	363986.51
Amalgamated Construction Ltd	General Civils	2020-04-01 00:00:00	28643.56
Amalgamated Construction Ltd	General Civils	2020-04-03 00:00:00	232521.24
Amalgamated Construction Ltd	General Civils	2020-04-03 00:00:00	281290.39
Amalgamated Construction Ltd	General Civils	2020-04-06 00:00:00	50173.14
Amalgamated Construction Ltd	General Civils	2020-04-06 00:00:00	58094.37
Amalgamated Construction Ltd	General Civils	2020-04-06 00:00:00	522992.55
Amalgamated Construction Ltd	General Civils	2020-04-06 00:00:00	357315.35
Amalgamated Construction Ltd	General Civils	2020-04-06 00:00:00	461560.59
Amalgamated Construction Ltd	General Civils	2020-04-06 00:00:00	87650
Amalgamated Construction Ltd	General Civils	2020-04-06 00:00:00	112065.9
Amalgamated Construction Ltd	General Civils	2020-04-06 00:00:00	53785.38
Amalgamated Construction Ltd	General Civils	2020-04-06 00:00:00	277455.11
Amalgamated Construction Ltd	General Civils	2020-04-06 00:00:00	128746.35
Amalgamated Construction Ltd	General Civils	2020-04-06 00:00:00	56322.13
Amalgamated Construction Ltd	General Civils	2020-04-06 00:00:00	54299.54
Amalgamated Construction Ltd	General Civils	2020-04-06 00:00:00	43709.57
Amalgamated Construction Ltd	General Civils	2020-04-06 00:00:00	26891.33
Amalgamated Construction Ltd	General Civils	2020-04-06 00:00:00	33505.12
Amalgamated Construction Ltd	General Civils	2020-04-06 00:00:00	104440.46
Amalgamated Construction Ltd	General Civils	2020-04-06 00:00:00	107720.48
Amalgamated Construction Ltd	General Civils	2020-04-06 00:00:00	149405.82
Amalgamated Construction Ltd	General Civils	2020-04-06 00:00:00	780028.52
Amalgamated Construction Ltd	General Civils	2020-04-07 00:00:00	119860.2
Amalgamated Construction Ltd	General Civils	2020-04-07 00:00:00	28574.29
Amalgamated Construction Ltd	General Civils	2020-04-07 00:00:00	205019.94
Amalgamated Construction Ltd	General Civils	2020-04-07 00:00:00	87953.14
Amalgamated Construction Ltd	General Civils	2020-04-07 00:00:00	32119.57
Amalgamated Construction Ltd	General Civils	2020-04-07 00:00:00	41723.98
Amalgamated Construction Ltd	General Civils	2020-04-07 00:00:00	241511.66
Amalgamated Construction Ltd	General Civils	2020-04-07 00:00:00	124472.32
Amalgamated Construction Ltd	General Civils	2020-04-08 00:00:00	44366.97
Amalgamated Construction Ltd	General Civils	2020-04-08 00:00:00	76291.21
Amalgamated Construction Ltd	General Civils	2020-04-08 00:00:00	120630.05
Amalgamated Construction Ltd	General Civils	2020-04-08 00:00:00	32844.14
Amalgamated Construction Ltd	General Civils	2020-04-08 00:00:00	81663.06
Amalgamated Construction Ltd	General Civils	2020-04-08 00:00:00	141613.38
Amalgamated Construction Ltd	General Civils	2020-04-09 00:00:00	282455.12
Amalgamated Construction Ltd	General Civils	2020-04-09 00:00:00	386477.03
Amalgamated Construction Ltd	General Civils	2020-04-14 00:00:00	35183.21
Amalgamated Construction Ltd	General Civils	2020-04-14 00:00:00	227734.99
Amalgamated Construction Ltd	General Civils	2020-04-14 00:00:00	475876.67
Amalgamated Construction Ltd	General Civils	2020-04-15 00:00:00	42875.93
Amalgamated Construction Ltd	General Civils	2020-04-15 00:00:00	132329.8
Amalgamated Construction Ltd	General Civils	2020-04-15 00:00:00	1005258.48
Amalgamated Construction Ltd	General Civils	2020-04-15 00:00:00	46786.38
Amalgamated Construction Ltd	General Civils	2020-04-15 00:00:00	115000
Amalgamated Construction Ltd	General Civils	2020-04-15 00:00:00	178562.91
Amalgamated Construction Ltd	General Civils	2020-04-15 00:00:00	31243.75
Amalgamated Construction Ltd	General Civils	2020-04-15 00:00:00	100000
Amalgamated Construction Ltd	General Civils	2020-04-15 00:00:00	111179.68
Amalgamated Construction Ltd	General Civils	2020-04-15 00:00:00	33566.58
Amalgamated Construction Ltd	General Civils	2020-04-16 00:00:00	109025.55
Amalgamated Construction Ltd	General Civils	2020-04-17 00:00:00	471924.29
Amalgamated Construction Ltd	General Civils	2020-04-19 00:00:00	49000
Amalgamated Construction Ltd	General Civils	2020-04-20 00:00:00	219713.27
Amalgamated Construction Ltd	General Civils	2020-04-20 00:00:00	333766.26
Amalgamated Construction Ltd	General Civils	2020-04-21 00:00:00	149072.94
Amalgamated Construction Ltd	General Civils	2020-04-21 00:00:00	183557.16
Amalgamated Construction Ltd	General Civils	2020-04-21 00:00:00	196499.38
Amalgamated Construction Ltd	General Civils	2020-04-22 00:00:00	77137.59
Amalgamated Construction Ltd	General Civils	2020-04-22 00:00:00	95882.92
Amalgamated Construction Ltd	General Civils	2020-04-22 00:00:00	348015.38
Amalgamated Construction Ltd	General Civils	2020-04-23 00:00:00	112782.04
Amalgamated Construction Ltd	General Civils	2020-04-23 00:00:00	35709.82
Amalgamated Construction Ltd	General Civils	2020-04-23 00:00:00	27741.19
Amalgamated Construction Ltd	General Civils	2020-04-28 00:00:00	286433.32
Amalgamated Construction Ltd	General Civils	2020-04-29 00:00:00	92999.33
Amalgamated Construction Ltd	General Civils	2020-04-29 00:00:00	176254.7
Amalgamated Construction Ltd	General Civils	2020-04-29 00:00:00	42078.89
Amalgamated Construction Ltd	Professional Services Direct	2020-04-01 00:00:00	45776
Amalgamated Construction Ltd	Professional Services Direct	2020-04-01 00:00:00	129350.71
Amalgamated Construction Ltd	Professional Services Direct	2020-04-01 00:00:00	44787.8
Amalgamated Construction Ltd	Professional Services Direct	2020-04-01 00:00:00	27635.2
Amalgamated Construction Ltd	Professional Services Direct	2020-04-01 00:00:00	68662.3
Amalgamated Construction Ltd	Professional Services Direct	2020-04-01 00:00:00	60344.8
Amalgamated Construction Ltd	Professional Services Direct	2020-04-01 00:00:00	280831.26
Amalgamated Construction Ltd	Professional Services Direct	2020-04-01 00:00:00	28767.45
Amalgamated Construction Ltd	Professional Services Direct	2020-04-03 00:00:00	49433.38
Amalgamated Construction Ltd	Professional Services Direct	2020-04-06 00:00:00	54347.34
Amalgamated Construction Ltd	Professional Services Direct	2020-04-07 00:00:00	110235.03
Amalgamated Construction Ltd	Professional Services Direct	2020-04-09 00:00:00	61376
Amalgamated Construction Ltd	Telecoms	2020-04-09 00:00:00	50676.45
Amalgamated Construction Ltd	Track	2020-04-15 00:00:00	66694.26
Ambipar Response Ltd	Infrastructure Support Services	2020-04-15 00:00:00	27752.8
Amey OWR Ltd	General Civils	2020-04-14 00:00:00	236771.56
Amey OWR Ltd	Professional Services Direct	2020-04-15 00:00:00	51353.52
Amey OWR Ltd	Professional Services Direct	2020-04-15 00:00:00	1539404.7
Amey OWR Ltd	Professional Services Direct	2020-04-16 00:00:00	1002854.77
Amey Rail Ltd	Buildings	2020-04-07 00:00:00	1610498.18
Amey Rail Ltd	Buildings	2020-04-09 00:00:00	2360103.55
Amey Rail Ltd	Electrification and Fixed Plant	2020-04-06 00:00:00	123513.06
Amey Rail Ltd	Electrification and Fixed Plant	2020-04-06 00:00:00	643590.8
Amey Rail Ltd	Electrification and Fixed Plant	2020-04-06 00:00:00	47252.24
Amey Rail Ltd	Electrification and Fixed Plant	2020-04-06 00:00:00	46887.04
Amey Rail Ltd	Electrification and Fixed Plant	2020-04-06 00:00:00	60748.55
Amey Rail Ltd	Electrification and Fixed Plant	2020-04-06 00:00:00	48038.75
Amey Rail Ltd	Electrification and Fixed Plant	2020-04-06 00:00:00	64946.15
Amey Rail Ltd	Electrification and Fixed Plant	2020-04-07 00:00:00	543232.06
Amey Rail Ltd	Electrification and Fixed Plant	2020-04-09 00:00:00	117427.64
Amey Rail Ltd	Electrification and Fixed Plant	2020-04-15 00:00:00	45342.16
Amey Rail Ltd	Electrification and Fixed Plant	2020-04-20 00:00:00	75323.81
Amey Rail Ltd	Electrification and Fixed Plant	2020-04-20 00:00:00	274858.58
Amey Rail Ltd	Electrification and Fixed Plant	2020-04-20 00:00:00	593389.12
Amey Rail Ltd	Electrification and Fixed Plant	2020-04-24 00:00:00	600000
Amey Rail Ltd	General Civils	2020-04-07 00:00:00	150871.09
Amey Rail Ltd	Professional Services Direct	2020-04-15 00:00:00	1232049.57
Amey Rail Ltd	Signalling	2020-04-02 00:00:00	38205.91
Amey Rail Ltd	Signalling	2020-04-03 00:00:00	297983.63
Amey Rail Ltd	Signalling	2020-04-14 00:00:00	151354.95
Amey Rail Ltd	Signalling	2020-04-16 00:00:00	545622.78
Amey Rail Ltd	Signalling	2020-04-30 00:00:00	35512.34
Amey Rail Ltd	Track	2020-04-02 00:00:00	455641.3
Amey Rail Ltd	Track	2020-04-06 00:00:00	35072.21
Amey Rail Ltd	Track	2020-04-06 00:00:00	46999
Amey Rail Ltd	Track	2020-04-06 00:00:00	84691
Amey Rail Ltd	Track	2020-04-06 00:00:00	60874
Amey Rail Ltd	Track	2020-04-06 00:00:00	76367
Amey Rail Ltd	Track	2020-04-06 00:00:00	87437.59
Amey Rail Ltd	Track	2020-04-06 00:00:00	60000
Amey Rail Ltd	Track	2020-04-06 00:00:00	27096.5
Amey Rail Ltd	Track	2020-04-06 00:00:00	228802
Amey Rail Ltd	Track	2020-04-06 00:00:00	36000
Amey Rail Ltd	Track	2020-04-06 00:00:00	78486.48
Amey Rail Ltd	Track	2020-04-06 00:00:00	26095
Amey Rail Ltd	Track	2020-04-06 00:00:00	135804.17
Amey Rail Ltd	Track	2020-04-06 00:00:00	100000
Amey Rail Ltd	Track	2020-04-06 00:00:00	47551
Amey Rail Ltd	Track	2020-04-06 00:00:00	100000
Amey Rail Ltd	Track	2020-04-06 00:00:00	35521
Amey Rail Ltd	Track	2020-04-06 00:00:00	40929
Amey Rail Ltd	Track	2020-04-06 00:00:00	147815.58
Amey Rail Ltd	Track	2020-04-09 00:00:00	68102.48
Amey Rail Ltd	Track	2020-04-09 00:00:00	1392037.25
AmeyInabensa	Electrification and Fixed Plant	2020-04-09 00:00:00	358477.95
AmeyInabensa	Electrification and Fixed Plant	2020-04-22 00:00:00	225143.8
AmeyInabensa	Electrification and Fixed Plant	2020-04-24 00:00:00	68093.09
Anglian Water Services Ltd	Utilities	2020-04-30 00:00:00	229120.69
Aqua Signal & Telegraphic Systems Ltd	Unspecified	2020-04-15 00:00:00	33637.6
Arcadis Consulting (UK) Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2020-04-15 00:00:00	178565.31
Arcadis Consulting (UK) Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2020-04-15 00:00:00	35952.98
Arcadis Consulting (UK) Ltd	Professional Services Direct	2020-04-14 00:00:00	171042.73
Arcadis Consulting (UK) Ltd	Professional Services Direct	2020-04-14 00:00:00	54025.81
Atkins Ltd	Professional Services Direct	2020-04-03 00:00:00	132745.43
Atkins Ltd	Professional Services Direct	2020-04-08 00:00:00	67861.07
Atkins Ltd	Professional Services Direct	2020-04-15 00:00:00	84049.95
Atkins Ltd	Professional Services Direct	2020-04-15 00:00:00	713481.39
Atkins Ltd	Professional Services Direct	2020-04-16 00:00:00	220851.38
Atkins Ltd	Signalling	2020-04-14 00:00:00	33384.53
Atkins Ltd	Signalling	2020-04-14 00:00:00	606884.26
Atkins Ltd	Signalling	2020-04-15 00:00:00	2903033.57
Atkins Ltd	Signalling	2020-04-20 00:00:00	240133.79
Atkins Ltd	Signalling	2020-04-22 00:00:00	231377.43
Atkins Ltd	Signalling	2020-04-24 00:00:00	100519.61
Atkins Ltd	Signalling	2020-04-28 00:00:00	140009.42
Atkins Ltd (RS Alliance Use Only)	Professional Services Direct	2020-04-20 00:00:00	175000
Atkins Ltd (RS Alliance Use Only)	Professional Services Direct	2020-04-28 00:00:00	154504
Atkins Ltd (RS Alliance Use Only)	Professional Services Direct	2020-04-28 00:00:00	73015
Atkins Ltd (RS Alliance Use Only)	Professional Services Direct	2020-04-28 00:00:00	222362
Atkins Ltd (RS Alliance Use Only)	Track	2020-04-16 00:00:00	25850.48
Atkins Ltd (RS Alliance Use Only)	Track	2020-04-16 00:00:00	414728.57
Atkins Ltd (RS Alliance Use Only)	Track	2020-04-17 00:00:00	349952.38
Atkins Ltd (RS Alliance Use Only)	Track	2020-04-17 00:00:00	60922.71
Atkins Ltd (RS Alliance Use Only)	Track	2020-04-17 00:00:00	73088
Atos IT Services UK Ltd	HR and Training	2020-04-15 00:00:00	32000
Atos IT Services UK Ltd	Information Technology	2020-04-15 00:00:00	69352.83
B & M McHugh Ltd	Buildings	2020-04-06 00:00:00	218199.01
B & M McHugh Ltd	Buildings	2020-04-06 00:00:00	333891.78
B & M McHugh Ltd	Buildings	2020-04-06 00:00:00	49099.29
B & M McHugh Ltd	Buildings	2020-04-07 00:00:00	135706.74
B & M McHugh Ltd	Buildings	2020-04-07 00:00:00	111395.36
B & M McHugh Ltd	Buildings	2020-04-09 00:00:00	117472.8
B & M McHugh Ltd	Buildings	2020-04-23 00:00:00	51013.29
B & M McHugh Ltd	Buildings	2020-04-23 00:00:00	269181.9
B & M McHugh Ltd	Buildings	2020-04-30 00:00:00	28057.94
B & M McHugh Ltd	Buildings	2020-04-30 00:00:00	169116.08
B & M McHugh Ltd	General Civils	2020-04-06 00:00:00	194880.45
B & M McHugh Ltd	Professional Services Direct	2020-04-06 00:00:00	63260.56
BAE Systems Applied Intelligence Ltd	Information Technology	2020-04-15 00:00:00	25186
BAE Systems Applied Intelligence Ltd	Information Technology	2020-04-15 00:00:00	34495
BAE Systems Applied Intelligence Ltd	Information Technology	2020-04-15 00:00:00	186228.72
BAM Construction Ltd	Buildings	2020-04-02 00:00:00	38000
BAM Nuttall Ltd	Buildings	2020-04-01 00:00:00	26397.44
BAM Nuttall Ltd	Buildings	2020-04-01 00:00:00	248338.4
BAM Nuttall Ltd	Buildings	2020-04-01 00:00:00	163201.23
BAM Nuttall Ltd	Buildings	2020-04-01 00:00:00	136116.79
BAM Nuttall Ltd	Buildings	2020-04-01 00:00:00	273898.13
BAM Nuttall Ltd	Buildings	2020-04-02 00:00:00	82191.56
BAM Nuttall Ltd	Buildings	2020-04-02 00:00:00	41255.17
BAM Nuttall Ltd	Buildings	2020-04-07 00:00:00	66909.9
BAM Nuttall Ltd	Buildings	2020-04-16 00:00:00	221442.21
BAM Nuttall Ltd	Buildings	2020-04-17 00:00:00	137610.63
BAM Nuttall Ltd	Buildings	2020-04-21 00:00:00	63715
BAM Nuttall Ltd	Buildings	2020-04-21 00:00:00	1439693.1
BAM Nuttall Ltd	Buildings	2020-04-22 00:00:00	48901.34
BAM Nuttall Ltd	Electrification and Fixed Plant	2020-04-14 00:00:00	83785.67
BAM Nuttall Ltd	Electrification and Fixed Plant	2020-04-14 00:00:00	25332.84
BAM Nuttall Ltd	Electrification and Fixed Plant	2020-04-24 00:00:00	109002.4
BAM Nuttall Ltd	Electrification and Fixed Plant	2020-04-27 00:00:00	121403.24
BAM Nuttall Ltd	General Civils	2020-04-01 00:00:00	344810.65
BAM Nuttall Ltd	General Civils	2020-04-01 00:00:00	152414
BAM Nuttall Ltd	General Civils	2020-04-01 00:00:00	540111.3
BAM Nuttall Ltd	General Civils	2020-04-01 00:00:00	128519.99
BAM Nuttall Ltd	General Civils	2020-04-01 00:00:00	29504.78
BAM Nuttall Ltd	General Civils	2020-04-01 00:00:00	945509.97
BAM Nuttall Ltd	General Civils	2020-04-02 00:00:00	43334.5
BAM Nuttall Ltd	General Civils	2020-04-03 00:00:00	554270.83
BAM Nuttall Ltd	General Civils	2020-04-03 00:00:00	787322.54
BAM Nuttall Ltd	General Civils	2020-04-03 00:00:00	383483.27
BAM Nuttall Ltd	General Civils	2020-04-06 00:00:00	293740.61
BAM Nuttall Ltd	General Civils	2020-04-06 00:00:00	149864.32
BAM Nuttall Ltd	General Civils	2020-04-06 00:00:00	43800.67
BAM Nuttall Ltd	General Civils	2020-04-06 00:00:00	101076.31
BAM Nuttall Ltd	General Civils	2020-04-06 00:00:00	352054.4
BAM Nuttall Ltd	General Civils	2020-04-06 00:00:00	174500.4
BAM Nuttall Ltd	General Civils	2020-04-06 00:00:00	1863533.6
BAM Nuttall Ltd	General Civils	2020-04-06 00:00:00	65793.43
BAM Nuttall Ltd	General Civils	2020-04-06 00:00:00	1554346.97
BAM Nuttall Ltd	General Civils	2020-04-07 00:00:00	324620.15
BAM Nuttall Ltd	General Civils	2020-04-07 00:00:00	73509
BAM Nuttall Ltd	General Civils	2020-04-07 00:00:00	54480.26
BAM Nuttall Ltd	General Civils	2020-04-07 00:00:00	45118.77
BAM Nuttall Ltd	General Civils	2020-04-08 00:00:00	330248.9
BAM Nuttall Ltd	General Civils	2020-04-08 00:00:00	211551.99
BAM Nuttall Ltd	General Civils	2020-04-08 00:00:00	123427.28
BAM Nuttall Ltd	General Civils	2020-04-08 00:00:00	237322.49
BAM Nuttall Ltd	General Civils	2020-04-08 00:00:00	2086282
BAM Nuttall Ltd	General Civils	2020-04-09 00:00:00	99019.81
BAM Nuttall Ltd	General Civils	2020-04-14 00:00:00	43403.47
BAM Nuttall Ltd	General Civils	2020-04-14 00:00:00	1389124
BAM Nuttall Ltd	General Civils	2020-04-15 00:00:00	165255.48
BAM Nuttall Ltd	General Civils	2020-04-16 00:00:00	640243.91
BAM Nuttall Ltd	General Civils	2020-04-16 00:00:00	63868.48
BAM Nuttall Ltd	General Civils	2020-04-16 00:00:00	314798.96
BAM Nuttall Ltd	General Civils	2020-04-17 00:00:00	448889.91
BAM Nuttall Ltd	General Civils	2020-04-20 00:00:00	410930.55
BAM Nuttall Ltd	General Civils	2020-04-20 00:00:00	180491.25
BAM Nuttall Ltd	General Civils	2020-04-20 00:00:00	621086.48
BAM Nuttall Ltd	General Civils	2020-04-21 00:00:00	185959.11
BAM Nuttall Ltd	General Civils	2020-04-21 00:00:00	819884.99
BAM Nuttall Ltd	General Civils	2020-04-22 00:00:00	147095.19
BAM Nuttall Ltd	General Civils	2020-04-27 00:00:00	544763.52
BAM Nuttall Ltd	Professional Services Direct	2020-04-01 00:00:00	50866.79
BAM Nuttall Ltd	Professional Services Direct	2020-04-02 00:00:00	36859.14
BAM Nuttall Ltd	Professional Services Direct	2020-04-02 00:00:00	425480.85
BAM Nuttall Ltd	Professional Services Direct	2020-04-02 00:00:00	66077.41
BAM Nuttall Ltd	Professional Services Direct	2020-04-02 00:00:00	29851.72
BAM Nuttall Ltd	Professional Services Direct	2020-04-03 00:00:00	35186.63
BAM Nuttall Ltd	Professional Services Direct	2020-04-06 00:00:00	41241.59
BAM Nuttall Ltd	Professional Services Direct	2020-04-07 00:00:00	44726.25
BAM Nuttall Ltd	Professional Services Direct	2020-04-07 00:00:00	27907
BAM Nuttall Ltd	Professional Services Direct	2020-04-08 00:00:00	49311.37
BAM Nuttall Ltd	Professional Services Direct	2020-04-08 00:00:00	43142.02
BAM Nuttall Ltd	Professional Services Direct	2020-04-08 00:00:00	74734.58
BAM Nuttall Ltd	Professional Services Direct	2020-04-09 00:00:00	181612.5
BAM Nuttall Ltd	Professional Services Direct	2020-04-15 00:00:00	3152433.44
BAM Nuttall Ltd	Professional Services Direct	2020-04-15 00:00:00	31544.48
BAM Nuttall Ltd	Professional Services Direct	2020-04-16 00:00:00	29279.29
BAM Nuttall Ltd	Professional Services Direct	2020-04-16 00:00:00	121837.82
BAM Nuttall Ltd	Professional Services Direct	2020-04-17 00:00:00	66425.77
BAM Nuttall Ltd	Professional Services Direct	2020-04-17 00:00:00	25522.45
BAM Nuttall Ltd	Professional Services Direct	2020-04-21 00:00:00	30720.81
BCM Construction Ltd	Buildings	2020-04-07 00:00:00	70711.79
BCM Construction Ltd	Buildings	2020-04-13 00:00:00	280000
BCM Construction Ltd	Buildings	2020-04-16 00:00:00	31062
BCM Construction Ltd	Buildings	2020-04-16 00:00:00	68234.61
BCM Construction Ltd	Buildings	2020-04-23 00:00:00	34695.45
BCM Construction Ltd	Buildings	2020-04-28 00:00:00	25791.35
BCM Construction Ltd	Buildings	2020-04-29 00:00:00	61940.72
BCM Construction Ltd	Buildings	2020-04-29 00:00:00	145540.23
BCM Construction Ltd	Buildings	2020-04-30 00:00:00	340082.57
BCM Construction Ltd	General Civils	2020-04-08 00:00:00	291718.24
BCM Construction Ltd	General Civils	2020-04-08 00:00:00	811207.38
BCM Construction Ltd	General Civils	2020-04-15 00:00:00	145921.81
BCM Construction Ltd	Infrastructure Support Services	2020-04-13 00:00:00	92674.23
Babcock Rail Ltd	Professional Services Direct	2020-04-14 00:00:00	83163.89
Babcock Rail Ltd	Signalling	2020-04-07 00:00:00	75147.74
Babcock Rail Ltd	Signalling	2020-04-14 00:00:00	36930.71
Babcock Rail Ltd	Signalling	2020-04-15 00:00:00	144296.94
