Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-03-31 00:00:00	27381.34
AECOM Infrastructure & Environment UK Ltd	Track	2019-03-22 00:00:00	186802.38
AECOM Infrastructure & Environment UK Ltd	Track	2019-03-22 00:00:00	30190
AECOM Infrastructure & Environment UK Ltd	General Civils	2019-03-02 00:00:00	94930.57
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-03-02 00:00:00	49485
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-03-31 00:00:00	106977.32
AECOM Infrastructure & Environment UK Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-31 00:00:00	26716.73
AECOM Infrastructure & Environment UK Ltd	Track	2019-03-23 00:00:00	93296
AECOM Infrastructure & Environment UK Ltd	Track	2019-03-22 00:00:00	243742.43
AECOM Infrastructure & Environment UK Ltd	Track	2019-03-22 00:00:00	86008.28
AECOM Infrastructure & Environment UK Ltd	Track	2019-03-22 00:00:00	100632.56
AECOM Infrastructure & Environment UK Ltd	Track	2019-03-22 00:00:00	53176.18
AECOM Infrastructure & Environment UK Ltd	Track	2019-03-25 00:00:00	107740
AECOM Infrastructure & Environment UK Ltd	Track	2019-03-23 00:00:00	52693
AECOM Infrastructure & Environment UK Ltd	General Civils	2019-03-31 00:00:00	107305
AECOM Infrastructure & Environment UK Ltd	Track	2019-03-22 00:00:00	62172.7
AECOM Infrastructure & Environment UK Ltd	Track	2019-03-26 00:00:00	56185
AECOM Ltd	Professional Services Direct	2019-03-02 00:00:00	53280.87
AECOM Ltd	Professional Services Direct	2019-03-02 00:00:00	423988.49
AECOM Ltd	Professional Services Direct	2019-03-31 00:00:00	515000
AECOM Ltd	Professional Services Direct	2019-03-18 00:00:00	44535.08
AECOM Ltd	Professional Services Direct	2019-03-31 00:00:00	37803.88
AECOM Ltd	Professional Services Direct	2019-03-31 00:00:00	36842.86
AECOM Ltd	Professional Services Direct	2019-03-31 00:00:00	30840.06
AECOM Ltd	General Civils	2019-03-31 00:00:00	133379.52
AECOM Ltd	General Civils	2019-03-02 00:00:00	420428.04
AECOM Ltd	General Civils	2019-03-31 00:00:00	504875.5
AECOM Ltd	General Civils	2019-03-31 00:00:00	25969.58
AECOM Ltd	Professional Services Direct	2019-03-02 00:00:00	37880
AECOM Ltd	General Civils	2019-03-02 00:00:00	85640.82
AECOM Ltd	General Civils	2019-03-02 00:00:00	101625.38
AECOM Ltd	General Civils	2019-03-31 00:00:00	42668.58
AEG Power Solutions Ltd	Electrification and Fixed Plant	2019-03-02 00:00:00	77176.48
AM1 Projects Ltd	Electrification and Fixed Plant	2019-03-31 00:00:00	461503.41
AM1 Projects Ltd	Electrification and Fixed Plant	2019-03-31 00:00:00	89827.74
AM1 Projects Ltd	Electrification and Fixed Plant	2019-03-02 00:00:00	147952.99
AM1 Projects Ltd	Electrification and Fixed Plant	2019-03-02 00:00:00	26219.68
AM1 Projects Ltd	Electrification and Fixed Plant	2019-03-31 00:00:00	141904.54
AMT-Sybex (Software) Ltd	Information Technology	2019-03-02 00:00:00	345000
ANT Telecommunications Ltd	Telecoms	2019-03-31 00:00:00	90173.2
AON UK Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-31 00:00:00	31500
APB Construction (UK) Ltd	General Civils	2019-03-31 00:00:00	65364.37
APCOA Parking (UK) Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-31 00:00:00	113532.54
APCOA Parking (UK) Ltd	Facilities - Soft Services	2019-03-02 00:00:00	197393.4
APCOA Parking (UK) Ltd	Facilities - Soft Services	2019-03-31 00:00:00	197393.4
AXA PPP Healthcare Admin Services Ltd T/A PPP Healthcare	HR and Training	2019-03-31 00:00:00	205076.1
AXA PPP Healthcare Admin Services Ltd T/A PPP Healthcare	HR and Training	2019-03-31 00:00:00	100065.24
AXA PPP Healthcare Admin Services Ltd T/A PPP Healthcare	HR and Training	2019-03-31 00:00:00	26053.27
AXA PPP Healthcare Admin Services Ltd T/A PPP Healthcare	HR and Training	2019-03-31 00:00:00	325451.33
AXA PPP Healthcare Admin Services Ltd T/A PPP Healthcare	HR and Training	2019-03-21 00:00:00	338051.37
Aaron Rail Ltd	Security Solutions	2019-03-02 00:00:00	35061
Aaron Rail Ltd	Security Solutions	2019-03-31 00:00:00	38102.75
Abas UK Ltd t/a Question Tools	Information Technology	2019-03-02 00:00:00	276000
Abellio East Anglia Ltd t/a Greater Anglia	Regulatory Charges	2019-03-31 00:00:00	203300
Abellio East Anglia Ltd t/a Greater Anglia	Telecoms	2019-03-02 00:00:00	314659.73
Abellio East Anglia Ltd t/a Greater Anglia	Telecoms	2019-03-02 00:00:00	28605.43
Abellio East Anglia Ltd t/a Greater Anglia	Telecoms	2019-03-31 00:00:00	28605.43
Abellio East Anglia Ltd t/a Greater Anglia	Professional Services Direct	2019-03-31 00:00:00	65413.75
Abellio East Anglia Ltd t/a Greater Anglia	Professional Services Direct	2019-03-31 00:00:00	31651.25
Abellio ScotRail Ltd	Regulatory Charges	2019-03-02 00:00:00	272183
Abellio ScotRail Ltd	Regulatory Charges	2019-03-31 00:00:00	672181.32
Abellio ScotRail Ltd	Regulatory Charges	2019-03-02 00:00:00	1188247.55
Abellio ScotRail Ltd	Regulatory Charges	2019-03-31 00:00:00	414323.35
Abellio ScotRail Ltd	Regulatory Charges	2019-03-02 00:00:00	110822.06
Abellio ScotRail Ltd	Regulatory Charges	2019-03-31 00:00:00	789178.04
Abellio ScotRail Ltd	Regulatory Charges	2019-03-02 00:00:00	1135716.56
Abellio ScotRail Ltd	Regulatory Charges	2019-03-31 00:00:00	970095.95
Abellio ScotRail Ltd	Regulatory Charges	2019-03-31 00:00:00	448202
Abellio ScotRail Ltd	Regulatory Charges	2019-03-31 00:00:00	317399.1
Abellio ScotRail Ltd	Regulatory Charges	2019-03-31 00:00:00	109056
Abellio ScotRail Ltd	Regulatory Charges	2019-03-31 00:00:00	1653659.09
Abellio ScotRail Ltd	Regulatory Charges	2019-03-31 00:00:00	270573.13
Abellio ScotRail Ltd	Regulatory Charges	2019-03-31 00:00:00	99956.85
Abellio ScotRail Ltd	Regulatory Charges	2019-03-31 00:00:00	1864396.8
Abellio ScotRail Ltd	Regulatory Charges	2019-03-31 00:00:00	680603.2
Abellio ScotRail Ltd	Regulatory Charges	2019-03-31 00:00:00	88368
Abellio ScotRail Ltd	Regulatory Charges	2019-03-31 00:00:00	674511.17
Abellio ScotRail Ltd	Telecoms	2019-03-31 00:00:00	160332
Abellio ScotRail Ltd	Regulatory Charges	2019-03-31 00:00:00	73498.08
Abellio ScotRail Ltd	Regulatory Charges	2019-03-31 00:00:00	88342.67
Abellio ScotRail Ltd	Regulatory Charges	2019-03-31 00:00:00	327513.7
Abellio ScotRail Ltd	Regulatory Charges	2019-03-31 00:00:00	873869.56
Abellio ScotRail Ltd	Regulatory Charges	2019-03-31 00:00:00	100518.96
Abellio ScotRail Ltd	Regulatory Charges	2019-03-02 00:00:00	100000
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel	HR and Training	2019-03-02 00:00:00	278410.24
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel	HR and Training	2019-03-02 00:00:00	358242.02
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel	HR and Training	2019-03-31 00:00:00	363580.01
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel	HR and Training	2019-03-02 00:00:00	282369.19
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel	HR and Training	2019-03-31 00:00:00	281811.7
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel	HR and Training	2019-03-31 00:00:00	428276.02
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel	HR and Training	2019-03-31 00:00:00	314555.79
Abtus Ltd	Plant and Tools	2019-03-02 00:00:00	160665
Abtus Ltd	Plant and Tools	2019-03-02 00:00:00	160665
Abtus Ltd	Plant and Tools	2019-03-02 00:00:00	128532
Abtus Ltd	Plant and Tools	2019-03-02 00:00:00	64266
Abtus Ltd	Plant and Tools	2019-03-02 00:00:00	96399
Abtus Ltd	Plant and Tools	2019-03-02 00:00:00	224931
Abtus Ltd	Plant and Tools	2019-03-02 00:00:00	128532
Abtus Ltd	Plant and Tools	2019-03-02 00:00:00	128532
Abtus Ltd	Plant and Tools	2019-03-31 00:00:00	128532
Abtus Ltd	Plant and Tools	2019-03-31 00:00:00	32133
Abtus Ltd	Plant and Tools	2019-03-31 00:00:00	128532
Abtus Ltd	Plant and Tools	2019-03-31 00:00:00	132547
Abtus Ltd	Plant and Tools	2019-03-31 00:00:00	28014.86
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-13 00:00:00	70000
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-31 00:00:00	61233.25
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-31 00:00:00	30690.4
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-02 00:00:00	47757
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-29 00:00:00	1627500
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-22 00:00:00	50000
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-29 00:00:00	32000
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-29 00:00:00	57000
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-29 00:00:00	30000
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-11 00:00:00	3291360.05
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-15 00:00:00	30000
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-15 00:00:00	40000
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-15 00:00:00	39000
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-19 00:00:00	67500
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-02 00:00:00	36492.29
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-02 00:00:00	112500
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-29 00:00:00	52000
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-02 00:00:00	58000
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-25 00:00:00	446071
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-26 00:00:00	304635
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-28 00:00:00	25000
Addleshaw Goddard	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-01 00:00:00	61800
Adgistics Ltd	Information Technology	2019-03-02 00:00:00	40000
Advalus Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2019-03-02 00:00:00	54750
Advanced Power Services Ltd	Electrification and Fixed Plant	2019-03-02 00:00:00	25386.09
Advanced Power Services Ltd	Electrification and Fixed Plant	2019-03-02 00:00:00	37717.36
Adviserplus Business Solutions Ltd	HR and Training	2019-03-02 00:00:00	106000
Adviserplus Business Solutions Ltd	HR and Training	2019-03-31 00:00:00	106000
Aegis Engineering Systems (AES) Ltd	Professional Services Direct	2019-03-02 00:00:00	31159.5
Aegis Engineering Systems (AES) Ltd	Professional Services Direct	2019-03-31 00:00:00	35750.5
Aero Healthcare Ltd	Supplies and Services	2019-03-02 00:00:00	88643.86
Aero Healthcare Ltd	Supplies and Services	2019-03-02 00:00:00	65787.72
Aero Healthcare Ltd	Supplies and Services	2019-03-31 00:00:00	54300.98
Airquick (Newark) Ltd	Electrification and Fixed Plant	2019-03-31 00:00:00	79659
Airwave Solutions Ltd	Telecoms	2019-03-31 00:00:00	90331.48
Alan Dick Communications Ltd	Telecoms	2019-03-06 00:00:00	28526.73
Alan Dick Communications Ltd	Telecoms	2019-03-12 00:00:00	80378.46
Alan Dick Communications Ltd	Telecoms	2019-03-02 00:00:00	25171.31
Alan Dick Communications Ltd	Telecoms	2019-03-20 00:00:00	41889.82
Alan Dick Communications Ltd	Telecoms	2019-03-31 00:00:00	47015.75
Allison Enterprises Ltd	Infrastructure Support Services	2019-03-04 00:00:00	46715.67
Allstar Business Solutions Ltd	Road Fleet	2019-03-02 00:00:00	437130.91
Allstar Business Solutions Ltd	Road Fleet	2019-03-02 00:00:00	433435.86
Allstar Business Solutions Ltd	Road Fleet	2019-03-02 00:00:00	425396.17
Allstar Business Solutions Ltd	Road Fleet	2019-03-31 00:00:00	402655.7
Allstar Business Solutions Ltd	Road Fleet	2019-03-31 00:00:00	416617.7
Allstar Business Solutions Ltd	Road Fleet	2019-03-31 00:00:00	427424.68
Allstar Business Solutions Ltd	Road Fleet	2019-03-31 00:00:00	435799.4
Allstar Business Solutions Ltd	Road Fleet	2019-03-31 00:00:00	422551.41
Alstom Transport Ltd	Signalling	2019-03-31 00:00:00	101608.14
Alstom Transport UK Ltd	Signalling	2019-03-02 00:00:00	64328.6
Alstom Transport UK Ltd	Signalling	2019-03-13 00:00:00	35134.32
Alstom Transport UK Ltd	Signalling	2019-03-02 00:00:00	107705.03
Alstom Transport UK Ltd	Signalling	2019-03-02 00:00:00	107705.03
Alstom Transport UK Ltd	Signalling	2019-03-02 00:00:00	107705.03
Alstom Transport UK Ltd	Signalling	2019-03-02 00:00:00	45980
Alstom Transport UK Ltd	Professional Services Direct	2019-03-31 00:00:00	260097.02
Alstom Transport UK Ltd	Professional Services Direct	2019-03-02 00:00:00	324929.84
Alstom Transport UK Ltd	Signalling	2019-03-19 00:00:00	921989.25
Alstom Transport UK Ltd	Signalling	2019-03-15 00:00:00	472408.27
Alstom Transport UK Ltd	Signalling	2019-03-31 00:00:00	26170
Alstom Transport UK Ltd	Signalling	2019-03-31 00:00:00	37290
Alstom Transport UK Ltd	Signalling	2019-03-31 00:00:00	29090
Alstom Transport UK Ltd	Signalling	2019-03-19 00:00:00	251937.47
Alstom Transport UK Ltd	Signalling	2019-03-02 00:00:00	59553.39
Alstom Transport UK Ltd	Professional Services Direct	2019-03-31 00:00:00	397988.64
Alstom Transport UK Ltd	Signalling	2019-03-04 00:00:00	2618531.83
Alstom Transport UK Ltd	Signalling	2019-03-20 00:00:00	1578058.02
Alstom Transport UK Ltd	Signalling	2019-03-21 00:00:00	256162.06
Alstom Transport UK Ltd	Signalling	2019-03-21 00:00:00	139895.67
Alstom Transport UK Ltd	Signalling	2019-03-20 00:00:00	54301.01
Alstom Transport UK Ltd	Signalling	2019-03-02 00:00:00	70112
Alstom Transport UK Ltd	Professional Services Direct	2019-03-02 00:00:00	78401.99
Alstom Transport UK Ltd	Professional Services Direct	2019-03-31 00:00:00	93444.07
Alstom Transport UK Ltd	Professional Services Direct	2019-03-02 00:00:00	59024.11
Alstom Transport UK Ltd	Professional Services Direct	2019-03-31 00:00:00	68479.81
Alstom Transport UK Ltd	Signalling	2019-03-04 00:00:00	101951.36
Alstom Transport UK Ltd	Signalling	2019-03-25 00:00:00	45296.86
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-26 00:00:00	160752.41
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-07 00:00:00	109251.67
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-02 00:00:00	156947.32
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-31 00:00:00	49863.74
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-11 00:00:00	33696.21
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-14 00:00:00	69378.13
Alun Griffiths (Contractors) Ltd	Buildings	2019-03-13 00:00:00	88092.52
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-11 00:00:00	86879.79
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-18 00:00:00	50112.25
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-25 00:00:00	185777.59
Alun Griffiths (Contractors) Ltd	Buildings	2019-03-28 00:00:00	36443.75
Alun Griffiths (Contractors) Ltd	Buildings	2019-03-01 00:00:00	49796.83
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-04 00:00:00	46646.38
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-13 00:00:00	41078.36
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-04 00:00:00	101770.89
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-04 00:00:00	27413.98
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-15 00:00:00	101100.61
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-06 00:00:00	25483.84
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-02 00:00:00	59852.42
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-21 00:00:00	48300.81
Alun Griffiths (Contractors) Ltd	Buildings	2019-03-15 00:00:00	294419.35
Alun Griffiths (Contractors) Ltd	Buildings	2019-03-12 00:00:00	69532.23
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-18 00:00:00	126908.06
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-07 00:00:00	314129.58
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-05 00:00:00	197488.65
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-28 00:00:00	75157.68
Alun Griffiths (Contractors) Ltd	General Civils	2019-03-11 00:00:00	454709.15
Amalgamated Construction Ltd	General Civils	2019-03-12 00:00:00	313005.4
Amalgamated Construction Ltd	General Civils	2019-03-20 00:00:00	77856.59
Amalgamated Construction Ltd	General Civils	2019-03-14 00:00:00	31822.07
Amalgamated Construction Ltd	Buildings	2019-03-01 00:00:00	2122325.18
Amalgamated Construction Ltd	Buildings	2019-03-24 00:00:00	966227.14
Amalgamated Construction Ltd	General Civils	2019-03-19 00:00:00	43848.58
Amalgamated Construction Ltd	Buildings	2019-03-06 00:00:00	40248.88
Amalgamated Construction Ltd	Buildings	2019-03-08 00:00:00	31407.79
Amalgamated Construction Ltd	Buildings	2019-03-08 00:00:00	98862.41
Amalgamated Construction Ltd	Buildings	2019-03-08 00:00:00	78531.02
Amalgamated Construction Ltd	General Civils	2019-03-06 00:00:00	181956.49
Amalgamated Construction Ltd	General Civils	2019-03-18 00:00:00	57523.66
Amalgamated Construction Ltd	General Civils	2019-03-22 00:00:00	96520.57
Amalgamated Construction Ltd	General Civils	2019-03-11 00:00:00	41558.88
Amalgamated Construction Ltd	Buildings	2019-03-18 00:00:00	29999
Amalgamated Construction Ltd	General Civils	2019-03-13 00:00:00	157365.76
Amalgamated Construction Ltd	General Civils	2019-03-14 00:00:00	78273.15
Amalgamated Construction Ltd	Track	2019-03-14 00:00:00	30965.85
Amalgamated Construction Ltd	Buildings	2019-03-15 00:00:00	85431.83
Amalgamated Construction Ltd	Buildings	2019-03-18 00:00:00	141679.72
Amalgamated Construction Ltd	Buildings	2019-03-14 00:00:00	77907.78
Amalgamated Construction Ltd	General Civils	2019-03-21 00:00:00	204713.14
Amalgamated Construction Ltd	Buildings	2019-03-31 00:00:00	25942.01
Amalgamated Construction Ltd	Buildings	2019-03-31 00:00:00	35143.08
Amalgamated Construction Ltd	Buildings	2019-03-31 00:00:00	51899.03
Amalgamated Construction Ltd	Buildings	2019-03-31 00:00:00	36903.1
Amalgamated Construction Ltd	Buildings	2019-03-31 00:00:00	69515.55
Amalgamated Construction Ltd	Buildings	2019-03-25 00:00:00	84549.16
Amalgamated Construction Ltd	General Civils	2019-03-07 00:00:00	68417.66
Amalgamated Construction Ltd	General Civils	2019-03-02 00:00:00	43151.04
Amalgamated Construction Ltd	General Civils	2019-03-02 00:00:00	57977.07
Amalgamated Construction Ltd	General Civils	2019-03-11 00:00:00	310884.63
Amalgamated Construction Ltd	General Civils	2019-03-11 00:00:00	99363.49
Amalgamated Construction Ltd	General Civils	2019-03-08 00:00:00	28258.04
Amalgamated Construction Ltd	General Civils	2019-03-08 00:00:00	62968.8
Amalgamated Construction Ltd	General Civils	2019-03-08 00:00:00	39385.35
Amalgamated Construction Ltd	General Civils	2019-03-08 00:00:00	263223.64
Amalgamated Construction Ltd	General Civils	2019-03-14 00:00:00	141886.05
Amalgamated Construction Ltd	General Civils	2019-03-02 00:00:00	37626.91
Amalgamated Construction Ltd	General Civils	2019-03-29 00:00:00	77377.48
Amalgamated Construction Ltd	General Civils	2019-03-07 00:00:00	127113.61
Amalgamated Construction Ltd	General Civils	2019-03-31 00:00:00	107937.95
Amalgamated Construction Ltd	General Civils	2019-03-18 00:00:00	124804.15
Amalgamated Construction Ltd	General Civils	2019-03-07 00:00:00	148763.09
Amalgamated Construction Ltd	General Civils	2019-03-07 00:00:00	67288.95
Amalgamated Construction Ltd	General Civils	2019-03-02 00:00:00	225512.02
Amalgamated Construction Ltd	General Civils	2019-03-11 00:00:00	98694.95
Amalgamated Construction Ltd	General Civils	2019-03-05 00:00:00	1126081.65
Amalgamated Construction Ltd	General Civils	2019-03-11 00:00:00	155317.24
Amalgamated Construction Ltd	General Civils	2019-03-07 00:00:00	177790.23
Amalgamated Construction Ltd	General Civils	2019-03-13 00:00:00	168348.54
Amalgamated Construction Ltd	General Civils	2019-03-07 00:00:00	468674.32
Amalgamated Construction Ltd	General Civils	2019-03-07 00:00:00	496772.28
Amalgamated Construction Ltd	General Civils	2019-03-07 00:00:00	29680
Amalgamated Construction Ltd	General Civils	2019-03-07 00:00:00	201117.69
Amalgamated Construction Ltd	General Civils	2019-03-07 00:00:00	181468.36
Amalgamated Construction Ltd	General Civils	2019-03-07 00:00:00	758199.13
Amalgamated Construction Ltd	General Civils	2019-03-07 00:00:00	112005.59
Amalgamated Construction Ltd	General Civils	2019-03-07 00:00:00	49498.27
Amalgamated Construction Ltd	General Civils	2019-03-07 00:00:00	234845.96
Amalgamated Construction Ltd	General Civils	2019-03-11 00:00:00	180805.83
Amalgamated Construction Ltd	Professional Services Direct	2019-03-14 00:00:00	408081.81
Amalgamated Construction Ltd	General Civils	2019-03-11 00:00:00	38664.23
Amalgamated Construction Ltd	General Civils	2019-03-14 00:00:00	450850.52
Amalgamated Construction Ltd	General Civils	2019-03-12 00:00:00	198789.65
Amalgamated Construction Ltd	General Civils	2019-03-20 00:00:00	95051.6
Amalgamated Construction Ltd	Buildings	2019-03-31 00:00:00	85758.94
Amalgamated Construction Ltd	General Civils	2019-03-31 00:00:00	59449.18
Amalgamated Construction Ltd	General Civils	2019-03-31 00:00:00	26593.03
Amalgamated Construction Ltd	General Civils	2019-03-06 00:00:00	114264.06
Amalgamated Construction Ltd	General Civils	2019-03-19 00:00:00	276874.13
Amalgamated Construction Ltd	General Civils	2019-03-06 00:00:00	408666.24
Amalgamated Construction Ltd	General Civils	2019-03-19 00:00:00	140933.26
Amalgamated Construction Ltd	General Civils	2019-03-20 00:00:00	142361.5
Amalgamated Construction Ltd	General Civils	2019-03-19 00:00:00	47594.44
Amalgamated Construction Ltd	General Civils	2019-03-19 00:00:00	305876.21
Amalgamated Construction Ltd	General Civils	2019-03-19 00:00:00	186975.45
Amalgamated Construction Ltd	Professional Services Direct	2019-03-15 00:00:00	201739
Amalgamated Construction Ltd	General Civils	2019-03-19 00:00:00	81374.89
Amalgamated Construction Ltd	General Civils	2019-03-15 00:00:00	54853.12
Amalgamated Construction Ltd	Professional Services Direct	2019-03-19 00:00:00	108186.4
Amalgamated Construction Ltd	Signalling	2019-03-31 00:00:00	59818.49
Amalgamated Construction Ltd	General Civils	2019-03-27 00:00:00	58579.53
Amalgamated Construction Ltd	General Civils	2019-03-07 00:00:00	85053.19
Amalgamated Construction Ltd	General Civils	2019-03-07 00:00:00	25968.84
Amalgamated Construction Ltd	Buildings	2019-03-01 00:00:00	150531.31
Amalgamated Construction Ltd	Buildings	2019-03-28 00:00:00	252866.01
Amalgamated Construction Ltd	Buildings	2019-03-01 00:00:00	239646.38
Amalgamated Construction Ltd	Buildings	2019-03-28 00:00:00	131499.52
Amalgamated Construction Ltd	General Civils	2019-03-11 00:00:00	32105.36
Amalgamated Construction Ltd	Buildings	2019-03-12 00:00:00	135581.45
Amalgamated Construction Ltd	General Civils	2019-03-14 00:00:00	53318.37
Amalgamated Construction Ltd	General Civils	2019-03-08 00:00:00	67454.04
Amalgamated Construction Ltd	General Civils	2019-03-06 00:00:00	154200.31
Amalgamated Construction Ltd	Buildings	2019-03-21 00:00:00	73378.29
Amalgamated Construction Ltd	General Civils	2019-03-07 00:00:00	139575.34
Amalgamated Construction Ltd	General Civils	2019-03-07 00:00:00	178106.04
